id,foreigner,x,y,crs
932,1,4264500,2815500,4326
933,0,4337500,2743500,4326
934,0,4542500,2882500,4326
935,1,4415500,3084500,4326
936,0,4489500,3141500,4326
937,1,4288500,3141500,4326
938,0,4456500,3445500,4326
939,0,4245500,2763500,4326
940,0,4135500,3150500,4326
941,0,4462500,2797500,4326
942,0,4208500,2761500,4326
943,0,4135500,3034500,4326
944,0,4320500,3386500,4326
945,0,4315500,3151500,4326
946,0,4111500,3080500,4326
947,0,4140500,3022500,4326
948,0,4525500,3336500,4326
949,1,4558500,3278500,4326
950,1,4546500,3267500,4326
951,0,4284500,3132500,4326
952,0,4524500,3341500,4326
953,0,4249500,3239500,4326
954,0,4250500,3530500,4326
955,1,4550500,3287500,4326
956,0,4451500,3174500,4326
957,0,4317500,3157500,4326
958,1,4434500,2786500,4326
959,1,4403500,2921500,4326
960,0,4617500,3155500,4326
961,0,4219500,2997500,4326
962,1,4444500,2896500,4326
963,0,4438500,3213500,4326
964,0,4435500,3218500,4326
965,0,4533500,3249500,4326
966,0,4544500,3258500,4326
967,0,4203500,2877500,4326
968,0,4422500,2854500,4326
969,1,4357500,2771500,4326
970,1,4110500,3096500,4326
971,0,4519500,2900500,4326
972,1,4392500,2928500,4326
973,0,4495500,3114500,4326
974,1,4136500,3277500,4326
975,1,4151500,2793500,4326
976,1,4073500,3159500,4326
977,0,4107500,3099500,4326
978,0,4553500,3282500,4326
979,0,4320500,3405500,4326
980,1,4136500,3175500,4326
981,0,4098500,3061500,4326
982,0,4588500,3078500,4326
983,0,4178500,3084500,4326
984,1,4068500,3096500,4326
985,1,4052500,3096500,4326
986,0,4350500,3356500,4326
987,1,4414500,2790500,4326
988,0,4435500,2784500,4326
989,1,4246500,3246500,4326
990,0,4478500,3135500,4326
991,0,4106500,2913500,4326
992,1,4071500,3138500,4326
993,0,4389500,3258500,4326
994,0,4450500,2922500,4326
995,0,4546500,2728500,4326
996,0,4310500,2812500,4326
997,0,4207500,2820500,4326
998,0,4479500,3136500,4326
999,0,4436500,3154500,4326
1000,0,4591500,3083500,4326
1001,1,4370500,2800500,4326
1002,0,4159500,2734500,4326
1003,0,4074500,3081500,4326
1004,1,4405500,2709500,4326
1005,0,4164500,2755500,4326
1006,0,4586500,3160500,4326
1007,0,4317500,3392500,4326
1008,0,4102500,3122500,4326
1009,0,4202500,2902500,4326
1010,0,4318500,2958500,4326
1011,0,4158500,3011500,4326
1012,0,4270500,2861500,4326
1013,0,4538500,3257500,4326
1014,0,4475500,2751500,4326
1015,0,4134500,3403500,4326
1016,0,4251500,2822500,4326
1017,0,4458500,2867500,4326
1018,1,4210500,2967500,4326
1019,0,4129500,3168500,4326
1020,0,4113500,3162500,4326
1021,0,4473500,2788500,4326
1022,1,4564500,3122500,4326
1023,0,4152500,3207500,4326
1024,0,4291500,3243500,4326
1025,0,4582500,3379500,4326
1026,0,4143500,2928500,4326
1027,0,4189500,2899500,4326
1028,0,4233500,3397500,4326
1029,0,4286500,3409500,4326
1030,0,4494500,3437500,4326
1031,0,4438500,2740500,4326
1032,0,4249500,3388500,4326
1033,0,4452500,3174500,4326
1034,0,4196500,2989500,4326
1035,0,4214500,3203500,4326
1036,1,4459500,2788500,4326
1037,1,4502500,3132500,4326
1038,0,4138500,3152500,4326
1039,1,4473500,2790500,4326
1040,0,4253500,3052500,4326
1041,0,4320500,3477500,4326
1042,0,4189500,2927500,4326
1043,0,4357500,2859500,4326
1044,0,4538500,3258500,4326
1045,0,4307500,2834500,4326
1046,0,4093500,3185500,4326
1047,0,4231500,3045500,4326
1048,1,4302500,2757500,4326
1049,0,4354500,3164500,4326
1050,0,4098500,2998500,4326
1051,1,4398500,2924500,4326
1052,0,4115500,3007500,4326
1053,1,4475500,2878500,4326
1054,0,4191500,3341500,4326
1055,0,4186500,2852500,4326
1056,0,4557500,3066500,4326
1057,1,4322500,3385500,4326
1058,0,4338500,3378500,4326
1059,0,4357500,3239500,4326
1060,0,4053500,3193500,4326
1061,1,4464500,3208500,4326
1062,0,4468500,2869500,4326
1063,1,4287500,3351500,4326
1064,1,4350500,3249500,4326
1065,0,4548500,3278500,4326
1066,1,4255500,3093500,4326
1067,1,4224500,2937500,4326
1068,0,4395500,2924500,4326
1069,0,4196500,3380500,4326
1070,1,4554500,3271500,4326
1071,0,4218500,3053500,4326
1072,0,4088500,2920500,4326
1073,1,4260500,2984500,4326
1074,0,4300500,2859500,4326
1075,0,4195500,2925500,4326
1076,0,4557500,3496500,4326
1077,0,4276500,2840500,4326
1078,0,4364500,3083500,4326
1079,0,4357500,2770500,4326
1080,0,4133500,3177500,4326
1081,0,4548500,3269500,4326
1082,0,4122500,3129500,4326
1083,0,4158500,2917500,4326
1084,0,4194500,2925500,4326
1085,0,4201500,3338500,4326
1086,0,4202500,2990500,4326
1087,0,4584500,3108500,4326
1088,0,4240500,3318500,4326
1089,0,4425500,3237500,4326
1090,0,4269500,2905500,4326
1091,0,4189500,2899500,4326
1092,0,4602500,3384500,4326
1093,0,4315500,2791500,4326
1094,1,4204500,3291500,4326
1095,0,4134500,3089500,4326
1096,0,4463500,3158500,4326
1097,0,4279500,3332500,4326
1098,0,4507500,3154500,4326
1099,0,4520500,2742500,4326
1100,0,4249500,3242500,4326
1101,0,4201500,3060500,4326
1102,1,4238500,3334500,4326
1103,0,4478500,3139500,4326
1104,1,4446500,2895500,4326
1105,1,4402500,2945500,4326
1106,0,4477500,3355500,4326
1107,0,4580500,3107500,4326
1108,1,4394500,2921500,4326
1109,1,4222500,3003500,4326
1110,0,4147500,3175500,4326
1111,0,4429500,2795500,4326
1112,0,4515500,3335500,4326
1113,1,4161500,2770500,4326
1114,1,4234500,2998500,4326
1115,0,4264500,2906500,4326
1116,0,4192500,2858500,4326
1117,1,4302500,3245500,4326
1118,1,4399500,2924500,4326
1119,0,4432500,3141500,4326
1120,1,4104500,3078500,4326
1121,0,4234500,2994500,4326
1122,0,4415500,2842500,4326
1123,0,4284500,3020500,4326
1124,0,4237500,2939500,4326
1125,1,4475500,2750500,4326
1126,0,4512500,3148500,4326
1127,0,4425500,3241500,4326
1128,0,4389500,3376500,4326
1129,0,4135500,3137500,4326
1130,0,4227500,2894500,4326
1131,1,4075500,3071500,4326
1132,0,4591500,3119500,4326
1133,0,4578500,3119500,4326
1134,1,4319500,3382500,4326
1135,0,4201500,3341500,4326
1136,1,4275500,3110500,4326
1137,0,4579500,3106500,4326
1138,0,4055500,3190500,4326
1139,1,4327500,3381500,4326
1140,0,4550500,3267500,4326
1141,0,4434500,3095500,4326
1142,0,4188500,2941500,4326
1143,0,4232500,2876500,4326
1144,0,4393500,2928500,4326
1145,0,4417500,2746500,4326
1146,0,4450500,3443500,4326
1147,1,4259500,2852500,4326
1148,0,4410500,2916500,4326
1149,1,4348500,3025500,4326
1150,0,4555500,3259500,4326
1151,1,4210500,2997500,4326
1152,0,4585500,3125500,4326
1153,0,4297500,3244500,4326
1154,0,4302500,3243500,4326
1155,0,4203500,3270500,4326
1156,0,4318500,3097500,4326
1157,1,4141500,2723500,4326
1158,1,4332500,2958500,4326
1159,0,4345500,3239500,4326
1160,0,4323500,3380500,4326
1161,1,4290500,2986500,4326
1162,0,4425500,3173500,4326
1163,1,4269500,2847500,4326
1164,1,4206500,2855500,4326
1165,0,4195500,2925500,4326
1166,0,4475500,3161500,4326
1167,0,4379500,2955500,4326
1168,1,4399500,2910500,4326
1169,0,4080500,3186500,4326
1170,0,4114500,3057500,4326
1171,0,4249500,2856500,4326
1172,0,4161500,2766500,4326
1173,0,4129500,3215500,4326
1174,0,4315500,3226500,4326
1175,1,4484500,3140500,4326
1176,1,4220500,3052500,4326
1177,0,4267500,3189500,4326
1178,0,4427500,3381500,4326
1179,1,4266500,2731500,4326
1180,0,4284500,3132500,4326
1181,0,4456500,3446500,4326
1182,0,4208500,2874500,4326
1183,0,4546500,3262500,4326
1184,0,4182500,3147500,4326
1185,0,4491500,3049500,4326
1186,0,4198500,2987500,4326
1187,0,4340500,2767500,4326
1188,0,4422500,3198500,4326
1189,0,4417500,2933500,4326
1190,0,4135500,2914500,4326
1191,0,4320500,3470500,4326
1192,0,4554500,3086500,4326
1193,1,4079500,3139500,4326
1194,0,4087500,3172500,4326
1195,0,4232500,3281500,4326
1196,0,4196500,2857500,4326
1197,0,4409500,3221500,4326
1198,0,4516500,3239500,4326
1199,0,4378500,2955500,4326
1200,1,4472500,2880500,4326
1201,1,4591500,3104500,4326
1202,0,4244500,3320500,4326
1203,0,4240500,3348500,4326
1204,0,4297500,3479500,4326
1205,0,4282500,3333500,4326
1206,0,4457500,3122500,4326
1207,0,4231500,2944500,4326
1208,0,4566500,3265500,4326
1209,1,4170500,3347500,4326
1210,0,4533500,3274500,4326
1211,0,4551500,3263500,4326
1212,0,4149500,3080500,4326
1213,0,4187500,3343500,4326
1214,0,4152500,2758500,4326
1215,0,4347500,3370500,4326
1216,0,4294500,2774500,4326
1217,0,4368500,2756500,4326
1218,1,4221500,2955500,4326
1219,1,4259500,2860500,4326
1220,0,4416500,2916500,4326
1221,0,4263500,2889500,4326
1222,0,4390500,2959500,4326
1223,0,4322500,2800500,4326
1224,0,4386500,2812500,4326
1225,0,4353500,3454500,4326
1226,0,4587500,3109500,4326
1227,0,4384500,2984500,4326
1228,0,4587500,3410500,4326
1229,0,4516500,3239500,4326
1230,1,4229500,3203500,4326
1231,0,4517500,3054500,4326
1232,0,4534500,3319500,4326
1233,1,4074500,2951500,4326
1234,0,4585500,3344500,4326
1235,0,4413500,3391500,4326
1236,0,4202500,3205500,4326
1237,0,4199500,2781500,4326
1238,1,4317500,3413500,4326
1239,0,4110500,3073500,4326
1240,0,4403500,2708500,4326
1241,1,4588500,3107500,4326
1242,1,4344500,3227500,4326
1243,0,4426500,3194500,4326
1244,0,4416500,3071500,4326
1245,1,4537500,3086500,4326
1246,1,4204500,2817500,4326
1247,1,4443500,3070500,4326
1248,0,4570500,3412500,4326
1249,0,4332500,3374500,4326
1250,1,4396500,2926500,4326
1251,0,4337500,3401500,4326
1252,0,4097500,3166500,4326
1253,0,4438500,3214500,4326
1254,1,4451500,2837500,4326
1255,0,4219500,2806500,4326
1256,0,4232500,3241500,4326
1257,0,4540500,3278500,4326
1258,1,4556500,3277500,4326
1259,1,4301500,3254500,4326
1260,0,4409500,3099500,4326
1261,0,4430500,2790500,4326
1262,0,4530500,3081500,4326
1263,0,4398500,2773500,4326
1264,0,4267500,2738500,4326
1265,0,4415500,2917500,4326
1266,0,4135500,3377500,4326
1267,0,4535500,3273500,4326
1268,0,4098500,2998500,4326
1269,0,4282500,3333500,4326
1270,0,4484500,3138500,4326
1271,0,4403500,2773500,4326
1272,0,4580500,3114500,4326
1273,0,4351500,3452500,4326
1274,0,4275500,2839500,4326
1275,0,4140500,3053500,4326
1276,0,4317500,2789500,4326
1277,1,4274500,3327500,4326
1278,0,4189500,2899500,4326
1279,1,4219500,2774500,4326
1280,0,4540500,3351500,4326
1281,0,4451500,2750500,4326
1282,0,4569500,3412500,4326
1283,0,4194500,2988500,4326
1284,0,4165500,3181500,4326
1285,0,4564500,3421500,4326
1286,1,4216500,2889500,4326
1287,0,4335500,3382500,4326
1288,0,4363500,3151500,4326
1289,0,4495500,2988500,4326
1290,0,4247500,3459500,4326
1291,0,4284500,3122500,4326
1292,0,4228500,3249500,4326
1293,0,4328500,3200500,4326
1294,0,4119500,3166500,4326
1295,1,4119500,3120500,4326
1296,0,4123500,3171500,4326
1297,0,4337500,2743500,4326
1298,0,4257500,2999500,4326
1299,0,4313500,3261500,4326
1300,0,4156500,3199500,4326
1301,0,4169500,2759500,4326
1302,0,4234500,2737500,4326
1303,0,4316500,3100500,4326
1304,0,4414500,2789500,4326
1305,0,4239500,3204500,4326
1306,0,4548500,3276500,4326
1307,0,4158500,3011500,4326
1308,0,4399500,2911500,4326
1309,0,4074500,2959500,4326
1310,0,4405500,2744500,4326
1311,0,4280500,3101500,4326
1312,0,4282500,3427500,4326
1313,0,4071500,3143500,4326
1314,0,4439500,3108500,4326
1315,0,4093500,3081500,4326
1316,1,4149500,3028500,4326
1317,1,4096500,3129500,4326
1318,1,4087500,3127500,4326
1319,0,4447500,2864500,4326
1320,1,4168500,3177500,4326
1321,0,4237500,3012500,4326
1322,0,4407500,3026500,4326
1323,0,4555500,3272500,4326
1324,0,4321500,3138500,4326
1325,0,4382500,2807500,4326
1326,1,4352500,2828500,4326
1327,0,4160500,2928500,4326
1328,0,4350500,3047500,4326
1329,0,4229500,3206500,4326
1330,0,4585500,3125500,4326
1331,1,4269500,2874500,4326
1332,0,4470500,2901500,4326
1333,0,4557500,3066500,4326
1334,1,4128500,3162500,4326
1335,1,4203500,3299500,4326
1336,0,4195500,3382500,4326
1337,0,4379500,2805500,4326
1338,0,4120500,3034500,4326
1339,0,4125500,3176500,4326
1340,0,4273500,2855500,4326
1341,0,4202500,2991500,4326
1342,1,4311500,3387500,4326
1343,0,4312500,2790500,4326
1344,0,4425500,2841500,4326
1345,0,4162500,2984500,4326
1346,0,4169500,2915500,4326
1347,0,4159500,2734500,4326
1348,0,4326500,3390500,4326
1349,1,4336500,2856500,4326
1350,0,4103500,3094500,4326
1351,0,4280500,2897500,4326
1352,1,4431500,2822500,4326
1353,0,4419500,3169500,4326
1354,0,4070500,3131500,4326
1355,0,4178500,3050500,4326
1356,0,4587500,3106500,4326
1357,0,4444500,3071500,4326
1358,0,4350500,3351500,4326
1359,0,4267500,2855500,4326
1360,1,4167500,3149500,4326
1361,1,4455500,2927500,4326
1362,0,4455500,3153500,4326
1363,0,4531500,3214500,4326
1364,0,4204500,3067500,4326
1365,1,4590500,3112500,4326
1366,0,4462500,2802500,4326
1367,0,4556500,3495500,4326
1368,0,4489500,3139500,4326
1369,1,4262500,2895500,4326
1370,0,4250500,3530500,4326
1371,0,4159500,3209500,4326
1372,0,4553500,2826500,4326
1373,0,4281500,3133500,4326
1374,0,4291500,3125500,4326
1375,0,4552500,3277500,4326
1376,0,4200500,3094500,4326
1377,1,4288500,3352500,4326
1378,0,4655500,3152500,4326
1379,0,4414500,2786500,4326
1380,0,4172500,3126500,4326
1381,1,4209500,3223500,4326
1382,0,4206500,2988500,4326
1383,0,4205500,2854500,4326
1384,0,4154500,3169500,4326
1385,1,4217500,3001500,4326
1386,0,4408500,3114500,4326
1387,0,4190500,2967500,4326
1388,0,4457500,3153500,4326
1389,0,4556500,3269500,4326
1390,0,4279500,2848500,4326
1391,1,4228500,3389500,4326
1392,0,4439500,3212500,4326
1393,0,4329500,3463500,4326
1394,0,4212500,2935500,4326
1395,1,4098500,3124500,4326
1396,0,4205500,3295500,4326
1397,1,4077500,2964500,4326
1398,0,4283500,3140500,4326
1399,0,4294500,3037500,4326
1400,1,4319500,3397500,4326
1401,1,4493500,2941500,4326
1402,0,4297500,3237500,4326
1403,0,4576500,3309500,4326
1404,0,4343500,2838500,4326
1405,0,4337500,3378500,4326
1406,0,4117500,3148500,4326
1407,0,4505500,3254500,4326
1408,1,4063500,3160500,4326
1409,0,4194500,2925500,4326
1410,0,4406500,3098500,4326
1411,0,4446500,2782500,4326
1412,0,4263500,2837500,4326
1413,0,4227500,2968500,4326
1414,0,4244500,3384500,4326
1415,1,4489500,3192500,4326
1416,0,4271500,3312500,4326
1417,0,4195500,2966500,4326
1418,0,4536500,3112500,4326
1419,0,4261500,2824500,4326
1420,1,4230500,2879500,4326
1421,0,4525500,3337500,4326
1422,0,4565500,3266500,4326
1423,0,4086500,2915500,4326
1424,1,4087500,3157500,4326
1425,1,4224500,2863500,4326
1426,1,4222500,2948500,4326
1427,0,4291500,3487500,4326
1428,0,4332500,3172500,4326
1429,0,4511500,3075500,4326
1430,0,4548500,3276500,4326
1431,1,4322500,3384500,4326
1432,0,4567500,3444500,4326
1433,1,4109500,3076500,4326
1434,1,4309500,2852500,4326
1435,0,4467500,2869500,4326
1436,0,4308500,3250500,4326
1437,0,4135500,3034500,4326
1438,0,4126500,3032500,4326
1439,0,4299500,3404500,4326
1440,0,4142500,3141500,4326
1441,1,4474500,2790500,4326
1442,0,4467500,3171500,4326
1443,0,4127500,3118500,4326
1444,0,4135500,2914500,4326
1445,0,4306500,2854500,4326
1446,0,4573500,3309500,4326
1447,0,4504500,3288500,4326
1448,1,4137500,3236500,4326
1449,1,4422500,2723500,4326
1450,0,4297500,3245500,4326
1451,0,4139500,3144500,4326
1452,0,4336500,3381500,4326
1453,0,4367500,3126500,4326
1454,0,4304500,3247500,4326
1455,0,4529500,3049500,4326
1456,0,4455500,3451500,4326
1457,1,4453500,2865500,4326
1458,0,4346500,2877500,4326
1459,0,4134500,3219500,4326
1460,0,4555500,3264500,4326
1461,0,4357500,2769500,4326
1462,0,4258500,3108500,4326
1463,1,4380500,3087500,4326
1464,0,4291500,3487500,4326
1465,0,4461500,2826500,4326
1466,0,4315500,3382500,4326
1467,0,4107500,3114500,4326
1468,0,4250500,3530500,4326
1469,1,4425500,3236500,4326
1470,0,4589500,3124500,4326
1471,0,4422500,2785500,4326
1472,0,4284500,2766500,4326
1473,0,4104500,3077500,4326
1474,0,4370500,3435500,4326
1475,1,4221500,2853500,4326
1476,0,4249500,2959500,4326
1477,1,4200500,2877500,4326
1478,0,4144500,3165500,4326
1479,0,4232500,3232500,4326
1480,0,4486500,3142500,4326
1481,0,4170500,2916500,4326
1482,0,4410500,3087500,4326
1483,0,4150500,3174500,4326
1484,0,4557500,3237500,4326
1485,0,4202500,3232500,4326
1486,0,4120500,3175500,4326
1487,0,4118500,3136500,4326
1488,0,4601500,3225500,4326
1489,0,4584500,3255500,4326
1490,1,4400500,2925500,4326
1491,0,4235500,2763500,4326
1492,0,4567500,3265500,4326
1493,0,4320500,3409500,4326
1494,0,4144500,2930500,4326
1495,0,4116500,3094500,4326
1496,0,4305500,3250500,4326
1497,0,4513500,2764500,4326
1498,0,4226500,2922500,4326
1499,0,4071500,3149500,4326
1500,0,4066500,3190500,4326
1501,0,4140500,3053500,4326
1502,0,4145500,3141500,4326
1503,0,4276500,3153500,4326
1504,0,4544500,3280500,4326
1505,0,4146500,2766500,4326
1506,0,4175500,3089500,4326
1507,0,4470500,2845500,4326
1508,0,4365500,3117500,4326
1509,0,4556500,3269500,4326
1510,0,4432500,3225500,4326
1511,0,4210500,3279500,4326
1512,1,4432500,3224500,4326
1513,1,4378500,3260500,4326
1514,0,4485500,3139500,4326
1515,0,4367500,3415500,4326
1516,0,4512500,2763500,4326
1517,1,4242500,3325500,4326
1518,0,4326500,3253500,4326
1519,0,4539500,2863500,4326
1520,0,4307500,3096500,4326
1521,1,4307500,3095500,4326
1522,0,4220500,3083500,4326
1523,0,4297500,2717500,4326
1524,0,4268500,2955500,4326
1525,0,4585500,3112500,4326
1526,1,4457500,3154500,4326
1527,0,4495500,3437500,4326
1528,0,4343500,3140500,4326
1529,0,4517500,2798500,4326
1530,0,4149500,3076500,4326
1531,0,4088500,3128500,4326
1532,1,4535500,3091500,4326
1533,0,4302500,2840500,4326
1534,0,4243500,3057500,4326
1535,0,4120500,3081500,4326
1536,0,4292500,3375500,4326
1537,0,4149500,3239500,4326
1538,0,4393500,2962500,4326
1539,1,4332500,3381500,4326
1540,0,4105500,3077500,4326
1541,0,4363500,3416500,4326
1542,1,4551500,3496500,4326
1543,0,4207500,3252500,4326
1544,0,4202500,2973500,4326
1545,0,4259500,3500500,4326
1546,0,4308500,2834500,4326
1547,0,4166500,3041500,4326
1548,0,4169500,2842500,4326
1549,0,4523500,3278500,4326
1550,0,4420500,2920500,4326
1551,0,4253500,2892500,4326
1552,1,4232500,3044500,4326
1553,0,4280500,2896500,4326
1554,1,4456500,3449500,4326
1555,0,4590500,3253500,4326
1556,1,4518500,3092500,4326
1557,0,4393500,3096500,4326
1558,0,4408500,3083500,4326
1559,0,4533500,2753500,4326
1560,0,4543500,3265500,4326
1561,0,4097500,3124500,4326
1562,0,4228500,3001500,4326
1563,0,4147500,3091500,4326
1564,1,4187500,2939500,4326
1565,0,4126500,3032500,4326
1566,0,4525500,3088500,4326
1567,0,4269500,2905500,4326
1568,0,4390500,2970500,4326
1569,1,4207500,2931500,4326
1570,0,4234500,2739500,4326
1571,0,4079500,2965500,4326
1572,0,4394500,2797500,4326
1573,0,4297500,2860500,4326
1574,0,4180500,3091500,4326
1575,0,4089500,3171500,4326
1576,0,4087500,2973500,4326
1577,1,4537500,3086500,4326
1578,1,4382500,2809500,4326
1579,0,4563500,3421500,4326
1580,0,4518500,3091500,4326
1581,0,4239500,3052500,4326
1582,1,4528500,3259500,4326
1583,0,4569500,3258500,4326
1584,1,4216500,2933500,4326
1585,0,4104500,3120500,4326
1586,0,4425500,3172500,4326
1587,1,4107500,2902500,4326
1588,0,4334500,2853500,4326
1589,0,4231500,2972500,4326
1590,0,4315500,3383500,4326
1591,0,4337500,3383500,4326
1592,0,4232500,3207500,4326
1593,0,4580500,3277500,4326
1594,0,4524500,3086500,4326
1595,0,4320500,2810500,4326
1596,1,4151500,2794500,4326
1597,0,4323500,3201500,4326
1598,0,4413500,3392500,4326
1599,1,4197500,2750500,4326
1600,1,4209500,3223500,4326
1601,0,4123500,3135500,4326
1602,0,4445500,2772500,4326
1603,0,4313500,3384500,4326
1604,0,4437500,3149500,4326
1605,1,4251500,2739500,4326
1606,0,4233500,3180500,4326
1607,0,4545500,3290500,4326
1608,1,4327500,3390500,4326
1609,0,4053500,3091500,4326
1610,0,4457500,3454500,4326
1611,0,4494500,3114500,4326
1612,0,4619500,3140500,4326
1613,0,4298500,3250500,4326
1614,0,4358500,3240500,4326
1615,0,4507500,3058500,4326
1616,0,4189500,2927500,4326
1617,0,4351500,3168500,4326
1618,0,4104500,3159500,4326
1619,0,4433500,3229500,4326
1620,1,4475500,2749500,4326
1621,0,4368500,2756500,4326
1622,0,4114500,3151500,4326
1623,0,4128500,3160500,4326
1624,0,4214500,2922500,4326
1625,0,4502500,3432500,4326
1626,0,4075500,3074500,4326
1627,0,4194500,3225500,4326
1628,1,4506500,3259500,4326
1629,1,4121500,3262500,4326
1630,0,4351500,3248500,4326
1631,0,4557500,3070500,4326
1632,0,4343500,3229500,4326
1633,0,4477500,2955500,4326
1634,0,4182500,3137500,4326
1635,0,4270500,2874500,4326
1636,0,4158500,2769500,4326
1637,0,4090500,3150500,4326
1638,0,4436500,2779500,4326
1639,0,4206500,2989500,4326
1640,0,4204500,2857500,4326
1641,0,4273500,3276500,4326
1642,0,4155500,2936500,4326
1643,1,4556500,3277500,4326
1644,0,4552500,3274500,4326
1645,0,4394500,2922500,4326
1646,0,4562500,3120500,4326
1647,0,4412500,3087500,4326
1648,1,4225500,3232500,4326
1649,0,4155500,2936500,4326
1650,0,4585500,3109500,4326
1651,1,4140500,2722500,4326
1652,1,4221500,2806500,4326
1653,1,4223500,2970500,4326
1654,0,4402500,2926500,4326
1655,1,4552500,3252500,4326
1656,1,4255500,3093500,4326
1657,0,4424500,2922500,4326
1658,0,4299500,2716500,4326
1659,1,4557500,3260500,4326
1660,0,4287500,3141500,4326
1661,1,4332500,3381500,4326
1662,0,4126500,2909500,4326
1663,0,4477500,2932500,4326
1664,0,4548500,3274500,4326
1665,0,4385500,3180500,4326
1666,0,4263500,3126500,4326
1667,1,4433500,2822500,4326
1668,0,4562500,3122500,4326
1669,0,4235500,2997500,4326
1670,0,4342500,3141500,4326
1671,0,4194500,2890500,4326
1672,0,4370500,2839500,4326
1673,0,4344500,3226500,4326
1674,0,4559500,3273500,4326
1675,0,4410500,2916500,4326
1676,0,4515500,3073500,4326
1677,1,4202500,3077500,4326
1678,0,4486500,3190500,4326
1679,0,4135500,3137500,4326
1680,0,4505500,3221500,4326
1681,0,4554500,3277500,4326
1682,0,4585500,3384500,4326
1683,1,4253500,2985500,4326
1684,0,4147500,3158500,4326
1685,0,4371500,2948500,4326
1686,0,4387500,2984500,4326
1687,1,4137500,3355500,4326
1688,0,4330500,3387500,4326
1689,1,4513500,3146500,4326
1690,0,4209500,3092500,4326
1691,0,4501500,2866500,4326
1692,0,4245500,2975500,4326
1693,0,4152500,3140500,4326
1694,0,4333500,3362500,4326
1695,0,4558500,3261500,4326
1696,0,4475500,3159500,4326
1697,0,4554500,3073500,4326
1698,0,4177500,3114500,4326
1699,0,4218500,2998500,4326
1700,1,4537500,3086500,4326
1701,0,4546500,3264500,4326
1702,1,4270500,2834500,4326
1703,0,4391500,2970500,4326
1704,0,4184500,3086500,4326
1705,0,4352500,3165500,4326
1706,0,4639500,3147500,4326
1707,1,4328500,3368500,4326
1708,0,4545500,3266500,4326
1709,0,4210500,3049500,4326
1710,0,4266500,2849500,4326
1711,0,4532500,3258500,4326
1712,0,4130500,3062500,4326
1713,0,4147500,3159500,4326
1714,0,4559500,3262500,4326
1715,0,4456500,3451500,4326
1716,0,4288500,3467500,4326
1717,0,4316500,3413500,4326
1718,0,4172500,3091500,4326
1719,0,4387500,2802500,4326
1720,0,4297500,2852500,4326
1721,1,4561500,3260500,4326
1722,0,4135500,3124500,4326
1723,0,4551500,3491500,4326
1724,1,4194500,2987500,4326
1725,0,4403500,2945500,4326
1726,0,4384500,3219500,4326
1727,1,4378500,2908500,4326
1728,0,4501500,3132500,4326
1729,0,4594500,3109500,4326
1730,1,4564500,3276500,4326
1731,1,4533500,3093500,4326
1732,0,4233500,2935500,4326
1733,0,4096500,2933500,4326
1734,0,4434500,3066500,4326
1735,0,4252500,3237500,4326
1736,0,4555500,3259500,4326
1737,1,4231500,2946500,4326
1738,1,4568500,3266500,4326
1739,0,4353500,3169500,4326
1740,0,4452500,2730500,4326
1741,0,4284500,3122500,4326
1742,1,4282500,3135500,4326
1743,0,4547500,3142500,4326
1744,1,4380500,3087500,4326
1745,0,4122500,3171500,4326
1746,0,4143500,2751500,4326
1747,0,4390500,2980500,4326
1748,0,4286500,2854500,4326
1749,0,4393500,2962500,4326
1750,0,4388500,2931500,4326
1751,1,4082500,3108500,4326
1752,0,4291500,3493500,4326
1753,0,4165500,3177500,4326
1754,0,4130500,3123500,4326
1755,0,4205500,2878500,4326
1756,0,4320500,2802500,4326
1757,1,4186500,3091500,4326
1758,0,4237500,2940500,4326
1759,0,4280500,2863500,4326
1760,1,4340500,3129500,4326
1761,0,4261500,2861500,4326
1762,0,4195500,2988500,4326
1763,0,4231500,3101500,4326
1764,0,4305500,3247500,4326
1765,0,4134500,3095500,4326
1766,0,4260500,2811500,4326
1767,1,4226500,2885500,4326
1768,0,4545500,3168500,4326
1769,0,4421500,2855500,4326
1770,1,4269500,2847500,4326
1771,1,4364500,3119500,4326
1772,0,4367500,2909500,4326
1773,0,4462500,2753500,4326
1774,0,4579500,3309500,4326
1775,0,4246500,3240500,4326
1776,0,4338500,3403500,4326
1777,0,4491500,3139500,4326
1778,0,4539500,3226500,4326
1779,0,4151500,3151500,4326
1780,0,4276500,3153500,4326
1781,0,4579500,3362500,4326
1782,0,4247500,3053500,4326
1783,0,4582500,3264500,4326
1784,0,4167500,2777500,4326
1785,0,4542500,3259500,4326
1786,0,4439500,3154500,4326
1787,0,4486500,3136500,4326
1788,0,4340500,2767500,4326
1789,1,4086500,3153500,4326
1790,0,4265500,2855500,4326
1791,0,4265500,3021500,4326
1792,0,4095500,3127500,4326
1793,0,4485500,3141500,4326
1794,0,4322500,3138500,4326
1795,0,4475500,3156500,4326
1796,0,4233500,3178500,4326
1797,0,4172500,3387500,4326
1798,0,4398500,2910500,4326
1799,0,4099500,3122500,4326
1800,0,4298500,2983500,4326
1801,0,4182500,3086500,4326
1802,0,4637500,3167500,4326
1803,0,4158500,3022500,4326
1804,0,4305500,2852500,4326
1805,0,4429500,2721500,4326
1806,1,4272500,3017500,4326
1807,0,4387500,2794500,4326
1808,0,4202500,3138500,4326
1809,1,4225500,3232500,4326
